DATAFLOW,FREQ,INDICATOR,GEO_PICT,SEX,AGE,URBANIZATION,INCOME,EDUCATION,OCCUPATION,COMPOSITE_BREAKDOWN,DISABILITY,TIME_PERIOD,OBS_VALUE,UNIT_MEASURE,REPORTING_TYPE,NATURE,DATA_SOURCE,OBS_STATUS,OBS_COMMENT,source_file
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,VU,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2015,87.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,VU.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,VU,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,88.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,VU.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,VU,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2012,42.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,VU.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,VU,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2015,56.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,VU.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,VU,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,66.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,VU.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,VU,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2021,50.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,VU.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,VU,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2012,23.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,VU.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,VU,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,27.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,VU.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,VU,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,28.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,VU.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,68.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,F,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,67.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,48.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,M,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,59.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,67.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,63.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2021,50.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,M,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,45.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,M,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,38.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,F,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,74.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,F,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,54.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,M,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,60.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,57.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,NR,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2021,62.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,NR.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2012,22.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2015,28.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,61.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2021,48.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,M,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2015,24.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,M,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,50.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,F,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2015,81.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,F,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,78.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2012,40.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2015,50.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,76.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2021,53.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2015,54.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,85.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,M,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,30.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,M,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,39.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2012,59.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2015,80.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,71.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,F,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2015,32.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,F,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,75.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2012,52.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,33.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,50.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,M,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2015,46.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,M,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,67.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,M,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2015,78.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,M,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,65.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,F,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2015,36.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,WS,F,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,62.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,WS.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,64.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,M,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,75.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,F,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,81.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,M,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,66.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,M,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,78.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2018,74.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_LTRCY,_T,2021,71.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,F,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,87.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,F,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,86.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,F,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,63.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,M,_T,_T,_T,1_y4,_T,SKILL_MIN_LTRCY,_T,2018,46.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2018,92.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,_T,_T,_T,_T,1_y6,_T,SKILL_MIN_NMRCY,_T,2021,79.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,FJ,_T,_T,_T,_T,1_y4,_T,SKILL_MIN_NMRCY,_T,2018,78.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,FJ.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,_T,_T,_T,_T,1_g3,_T,SKILL_MIN_NMRCY,_T,2018,86.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,F,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2015,51.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,F,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2018,83.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,F,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2018,58.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,M,_T,_T,_T,1_g3,_T,SKILL_MIN_LTRCY,_T,2018,34.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,_T,_T,_T,_T,1_g3,_T,SKILL_MIN_LTRCY,_T,2018,38.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,M,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2015,51.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,M,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2018,85.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,M,_T,_T,_T,1_g3,_T,SKILL_MIN_NMRCY,_T,2018,85.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,F,_T,_T,_T,1_g3,_T,SKILL_MIN_LTRCY,_T,2018,41.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2015,23.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2018,52.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2021,66.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2015,51.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2018,84.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2021,77.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,F,_T,_T,_T,1_g3,_T,SKILL_MIN_NMRCY,_T,2018,86.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PG,M,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2018,45.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PG.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,M,_T,_T,_T,1_g7,_T,SKILL_MIN_NMRCY,_T,2015,83.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,M,_T,_T,_T,1_g7,_T,SKILL_MIN_NMRCY,_T,2018,98.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2012,97.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2015,89.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2018,96.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,F,_T,_T,_T,1_g7,_T,SKILL_MIN_LTRCY,_T,2015,100.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,F,_T,_T,_T,1_g7,_T,SKILL_MIN_LTRCY,_T,2018,98.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2012,100.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2015,99.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2018,100.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,M,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2015,84.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,M,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2018,92.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,M,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2015,99.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,M,_T,_T,_T,1_g5,_T,SKILL_MIN_NMRCY,_T,2018,100.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,F,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2015,96.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,F,_T,_T,_T,1_g5,_T,SKILL_MIN_LTRCY,_T,2018,99.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g7,_T,SKILL_MIN_LTRCY,_T,2012,98.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g7,_T,SKILL_MIN_LTRCY,_T,2015,96.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g7,_T,SKILL_MIN_LTRCY,_T,2018,98.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g7,_T,SKILL_MIN_LTRCY,_T,2021,96.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g7,_T,SKILL_MIN_NMRCY,_T,2012,95.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g7,_T,SKILL_MIN_NMRCY,_T,2015,96.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g7,_T,SKILL_MIN_NMRCY,_T,2018,98.0,PERCENT,R,C,Pacific Islands Literacy and Numeracy Assessment (PILNA). ,,,PW.csv
SPC:DF_BP50_2(1.0),A,SE_TOT_PRFL,PW,_T,_T,_T,_T,1_g7,_T,SKILL_MIN_NMRCY,_T,2021,96.0,PERCENT,R,C,"Pacific Islands Literacy and Numeracy Assessment (PILNA), 2021 Assessment.",,,PW.csv
